"adult","backdrop_path","genre_ids","idDb","original_language","original_title","overview","popularity","poster_path","release_date","title","video","vote_average","vote_count","id"
false,"/jkKVLzLWjSvTnc84VzeljhSy6j8.jpg","[10749,18]",820525,"en","After Everything","Hardin a du mal à aller de l'avant. En proie au syndrome de la page blanche et à la rupture brutale avec Tessa, Hardin se rend au Portugal à la recherche d'une femme à qui il a fait du tort dans le passé - et pour se retrouver lui-même. Dans l'espoir de reconquérir Tessa, il se rend compte qu'il doit changer ses habitudes avant de pouvoir prendre l'engagement ultime.",756.223,"/duLNP6xM8p0QYa4UBwPkKuiCSTA.jpg","2023-09-13","After : Chapitre 5",false,7,454,11
false,"/r7DuyYJ0N3cD8bRKsR5Ygq2P7oa.jpg","[12,28,18]",980489,"en","Gran Turismo","Gran Turismo est inspiré de l'incroyable histoire vécue d'une invraisemblable bande d'infortunés – un amateur de jeu vidéo de classe ouvrière, un ex-pilote d'autos de course paumé et un idéaliste de l'industrie du sport motorisé. Ensemble, ils risquent tout pour percer dans le sport le plus prestigieux au monde. Gran Turismo est une captivante histoire et un feu roulant d'action qui prouvent que tout est possible lorsqu'on conduit avec l'énergie du désespoir.",761.002,"/vRIHkkuI6FKqUHPJbABbNLRM3VI.jpg","2023-08-09","Gran Turismo",false,8,1346,12
false,"/pLm9j7o5InoWaG2tlaQABYR2cAx.jpg","[27,9648,53]",968051,"en","The Nun II","En France, en 1956, un prêtre est assassiné dans un internat. Après la mort du prêtre, il se passe des choses qui ne peuvent plus être expliquées rationnellement. Sœur Irène est une nouvelle fois confrontée à un pouvoir démoniaque. Elle se rend vite compte que c'est le démon Valak qui est de retour et qui se prépare à ses méfaits meurtriers.",658.448,"/wfsG1HRTgEwJr0GuluPHpIAVzhv.jpg","2023-09-06","La Nonne : La Malédiction de Sainte-Lucie",false,6.9,1343,13
false,"/wVTvfxz53pDqrIvbrxhVdKcLhip.jpg","[28,12,878,53]",9381,"en","Babylon A.D.","Toorop a mené bien des combats et survécu aux guerres qui ont ravagé le monde depuis le début du XXIème siècle. La mafia qui règne sur l'Europe de l'Est confie une mission délicate à ce mercenaire : convoyer de Russie jusqu'à New York une mystérieuse jeune fille prénommée Aurora pour la remettre aux mains d'un ordre religieux tout puissant...",679.514,"/uSGkfdyMMnlEY4Mm2bJXWGkiG9Z.jpg","2008-08-20","Babylon A.D.",false,5.6,1874,14
false,"/micMmUVPwGzw6lqzy96xmCgYxNL.jpg","[28,35,18]",1010928,"fr","Voleuses","Lassée de la clandestinité, une voleuse professionnelle décide de se ranger… après une dernière mission de routine avec sa complice de toujours et une fougueuse nouvelle recrue.",362.838,"/miPSRVOdCcc59DcLoTQoKdKpvTK.jpg","2023-11-01","Voleuses",false,6.1,124,39
false,"/AprNYUAS2AJ3xVgg7Wwt00GVvsM.jpg","[16,10751,28,878]",893723,"en","PAW Patrol: The Mighty Movie","Lorsqu'une météorite magique s'écrase sur Aventureville, elle donne à la Pat' Patrouille des superpouvoirs, les transformant en SUPER PATROUILLE ! Mais les choses dégénèrent lorsque Monsieur Hellinger, l'ennemi juré de nos amis, s'évade de prison et s'associe à une scientifique folle afin de voler et de s’accaparer ces nouveaux pouvoirs. Le destin d'Aventureville est désormais en jeu, la Super Patrouille doit arrêter les super-méchants avant qu'il ne soit trop tard.",558.774,"/5unJTEPH5ipMY7cV87idGfhgIw7.jpg","2023-09-21","La Pat' Patrouille : La Super Patrouille - Le Film",false,6.9,125,15
false,"/azD31DjpV3PJfjF3h72LVw2WCSD.jpg","[27]",807172,"en","The Exorcist: Believer","Depuis que sa femme a perdu la vie douze ans plus tôt, Victor Fielding élève, seul, leur fille Angela. Un jour, Angela et son amie Katherine disparaissent dans les bois avant de refaire surface 72 heures plus tard sans le moindre souvenir de ce qui leur est arrivé. Dès lors, d'étranges événements s'enchaînent et Victor doit affronter des forces maléfiques. Désespéré et terrorisé, il sollicite la seule personne encore en vie qui ait jamais été témoin de pareils phénomènes: Chris MacNeil.",622.291,"/vqFW2ZYgPzrPXVWcl4uihzYt6Eo.jpg","2023-10-04","L'Exorciste - Dévotion",false,6.1,491,16
false,"/5mzr6JZbrqnqD8rCEvPhuCE5Fw2.jpg","[28,878,27]",615656,"en","Meg 2: The Trench","Une équipe de chercheurs part explorer les profondeurs de l'océan. Leur périple tourne à la catastrophe lorsqu'une opération d'extraction minière illégale met en péril leur mission – et leur vie. Confrontés à d'immenses mégalodons et à des bandits sans pitié, nos héros doivent échapper aux terribles prédateurs en gardant toujours un temps d'avance sur eux dans une terrifiante course contre la montre.",552.326,"/tPnya8bGupPR7dYxlh5w4z3P6pW.jpg","2023-08-02","En eaux très troubles",false,6.8,2468,17
false,"/feSiISwgEpVzR1v3zv2n2AU4ANJ.jpg","[28,12,878]",609681,"en","The Marvels","Lorsque Carol Danvers, alias Captain Marvel, se retrouve dans un étrange vortex lié à une révolution kree, ses pouvoirs  se mêlent à ceux de Kamala Khan, alias Miss Marvel, et à ceux de sa nièce, le capitaine Monica Rambeau, désormais astronaute du S.A.B.E.R. Ce trio improbable va devoir travailler ensemble pour sauver l'univers.",599.921,"/mqAQO6j5gkq6iwCXNbXpzf0RXBU.jpg","2023-11-08","The Marvels",false,6.4,60,18
false,"/S3EIcOUQYxgd3QzjOo2rZJ2MN8.jpg","[28,18,10752]",554600,"hi","Uri: The Surgical Strike","Vihaan Singh Shergil de l’armée indienne par pour une mission qui marquera l’histoire de l’Inde en 2016.",500.996,"/yNySAgpAnWmPpYinim9E0tUzJWG.jpg","2019-01-11","Uri: The Surgical Strike",false,7.1,283,19
false,"/3H9NA1KWEQN0ItL3Wl3SFZYP6yV.jpg","[28,878,12]",565770,"en","Blue Beetle","Fraîchement diplômé de l’université, Jaime Reyes rentre chez lui, plein d’ambitions, mais il découvre que la situation a bien changé depuis son départ. Tandis qu’il cherche sa place dans le monde, le destin s’en mêle : Jaime se retrouve par hasard en possession du Scarabée, une ancienne relique d’une biotechnologie extraterrestre. Dès lors que le Scarabée choisit de faire de Jaime son hôte, le jeune homme se voit revêtu d’une armure hors du commun qui lui octroie des pouvoirs extraordinaires – et imprévisibles. Tout bascule alors pour Jaime qui devient le super-héros Blue Beetle…",479.605,"/xSVtl6ZF7fNuZIoXkZbzI2EzoAD.jpg","2023-08-16","Blue Beetle",false,7,1501,20
false,"/askg3SMvhqEl4OL52YuvdtY40Yb.jpg","[10751,16,14,10402,35,12]",354912,"en","Coco","Depuis déjà plusieurs générations, la musique est bannie dans la famille de Miguel. Un vrai déchirement pour le jeune garçon dont le rêve ultime est de devenir un musicien aussi accompli que son idole, Ernesto de la Cruz. Bien décidé à prouver son talent, Miguel, par un étrange concours de circonstances, se retrouve propulsé dans un monde étonnant et coloré lié aux célébrations des ancêtres. Là, il se lie d’amitié avec Hector, un gentil garçon mais un peu filou sur les bords. Ensemble, ils vont accomplir un voyage extraordinaire qui leur révèlera la véritable histoire qui se cache derrière celle de la famille de Miguel…",406.24,"/sZqcEV3KhDITHlUBmyj1a3RRvT9.jpg","2017-10-27","Coco",false,8.2,18094,21
false,"/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg","[28,12,878]",667538,"en","Transformers: Rise of the Beasts","En 1994, alors que les Autobots viennent d'arriver, Optimus Prime s'acclimate à la Terre. Une archéologue et un ancien militaire vont découvrir les traces d'une guerre entre deux anciennes factions de Transformers, les Maximals et les Predacons. Optimus Prime devra faire face à de nouveaux ennemis, les Predacons et leur redoutable chef Scourge. Les Autobots et les Maximals feront face à une menace encore plus grande : Unicron, une planète métallique géante qui s'apprête à dévorer la Terre.",457.71,"/kq6AYN96FjWSZQVRYpAPmBAVq2s.jpg","2023-06-06","Transformers : Rise Of The Beasts",false,7.5,3507,22
false,"/vT17lPUglrAzjEqMwjPpIDe49ty.jpg","[16,12,10751,14]",459003,"uk","Мавка: Лісова пісня","Par-delà les hautes Montagnes Noires se cache un royaume peuplé de créatures fantastiques. Depuis des siècles, elles protègent du monde des hommes une source de vie éternelle aux pouvoirs infinis. Jusqu’au jour où Naya, la nouvelle élue de cette forêt enchantée, rencontre Lucas, un jeune humain égaré dans les montagnes. À l’encontre des règles établies depuis des millénaires, ils vont se revoir, sans prendre garde aux conséquences qui s’abattront sur le royaume. L’aventure ne fait que commencer.",411.701,"/t3FsMIKuv1q581cZ9c254Ku5P6o.jpg","2023-03-02","Le Royaume de Naya",false,7.3,471,23
false,"/ctMserH8g2SeOAnCw5gFjdQF8mo.jpg","[35,12,14]",346698,"en","Barbie","Parallèlement au monde réel, il existe Barbie Land, un monde parfait où les poupées Barbie vivent joyeusement, persuadées d'avoir rendu les filles humaines heureuses. Mais un jour, une Barbie commence à se poser des questions et à devenir humaine. Sur les conseils d'une Barbie étrange, elle part pour le monde réel afin de retrouver la fille à laquelle elle appartenait afin de pouvoir retrouver sa perfection. Dans sa quête, elle est accompagnée par un Ken fou amoureux d'elle qui va également trouver un sens à sa vie dans le monde réel…",428.007,"/oQjqjIQ46VVa8Q80y3FfLrPXoK3.jpg","2023-07-19","Barbie",false,7.2,5765,24
false,"/bGQyu8H6q20ZRxqr3z65kE17QPA.jpg","[28,53]",1171541,"en","Sniper: G.R.I.T. - Global Response & Intelligence Team","Lorsqu'une cellule terroriste internationale menace la stabilité politique mondiale et enlève une collègue agent, l'as tireur d'élite Brandon Beckett et la nouvelle brigade secrète G.R.I.T. menée par le colonel Stone doit franchir les continents jusqu'à Malte, infiltrer la cellule et abattre son leader afin de libérer Lady Death et mettre fin à la menace. Ryan Robbins et Josh Brener sont également en vedette dans ces débuts globe-trotters de la franchise Sniper.",414.659,"/a9bt9byTQ1MIfRWYQX240HiYPrl.jpg","2023-09-26","Sniper: G.R.I.T.",false,6.9,73,25
false,"/dAXSflkUKRfpzK74kRaovfK09Kx.jpg","[28,80,53]",961268,"ko","발레리나","Pleurant la perte d'une proche qu'elle n'a pas réussi à protéger, Ok-ju, une ancienne garde du corps, tente de réaliser le dernier souhait de sa grande amie : une douce vengeance !",267.8,"/94zIGOUNwxVQwHf4pCa6nXpbpN2.jpg","2023-10-05","Ballerina",false,6.9,277,51
false,"/vDRcux3EHYluUF1TTi2DcE1K98Q.jpg","[878,12,10770]",55241,"en","Meteor Storm","Une superbe pluie de météores fait l'objet de toutes les attentions, et les gens se sont déplacés en masse pour assister à ce spectacle. Alors que le ciel est illuminé par les trainés lumineuses, la pluie devient finalement une tempête meurtrière, alors que des débris commencent à occasionner de nombreux dégâts et à faire quelques victimes. La ville de San Francisco est menacée, et pendant que les autorités tentent d'évacuer la population dans le calme, des scientifiques découvrent que les reste d une ancienne météorite, enfouis depuis longtemps sous la ville, exercent une attraction magnétique sur les corps célestes. Mais, un autre problème s'ajoute à la situation déjà catastrophique, un météore de grande taille se dirige également vers la Terre...",381.044,"/fEY91WYR66GiAsxJvDl6rD2CGSw.jpg","2010-01-30","Tempête de météorites",false,4.6,49,26
false,"/h7BoGo4NhckWRiMUCi3Qr8GwBDA.jpg","[28,80,18,53]",1039690,"en","Desperation Road","Dans une ville difficile du Mississippi, une femme et sa jeune fille sont prises entre deux feux lorsque le whisky, les armes à feu et le désir de vengeance se croisent violemment.",390.796,"/4twPnIaAqUCxARQG0hfDXAj8kLn.jpg","2023-10-19","Desperation Road",false,7.4,45,27
false,"/4HodYYKEIsGOdinkGi2Ucz6X9i0.jpg","[16,28,12]",569094,"en","Spider-Man: Across the Spider-Verse","Après avoir retrouvé Gwen Stacy, Spider-Man, le sympathique héros originaire de Brooklyn, est catapulté à travers le Multivers, où il rencontre une équipe de Spider-Héros chargée d'en protéger l'existence. Mais lorsque les héros s'opposent sur la façon de gérer une nouvelle menace, Miles se retrouve confronté à eux et doit redéfinir ce que signifie être un héros afin de sauver les personnes qu'il aime le plus.",408.721,"/hvfwCeSTgsExmz9l31dKkfR83DH.jpg","2023-05-31","Spider-Man : Across the Spider-Verse",false,8.4,4804,28
false,"/xvzxqKWltnj6qSiWBXRq6ZCdcrw.jpg","[53,18]",1151534,"es","Nowhere","Enceinte, Mia fuit avec son mari un pays totalitaire en se cachant dans un conteneur maritime. Séparée de son compagnon, la jeune femme doit se battre pour survivre lorsqu'une violente tempête la jette à la mer. Seule et à la dérive au milieu de l'océan, Mia va devoir relever de nombreux défis pour sauver sa fille et retrouver l'homme de sa vie.",372.434,"/pPmFLClCQakJKQShgqgKNIGYzJB.jpg","2023-09-29","Nowhere",false,7.6,806,29
false,"/4fLZUr1e65hKPPVw0R3PmKFKxj1.jpg","[16,35,10751,14,10749]",976573,"en","Elemental","Dans la ville d’Element City, le feu, l’eau, la terre et l’air vivent dans la plus parfaite harmonie. C’est ici que résident Flam, une jeune femme intrépide et vive d’esprit, au caractère bien trempé, et Flack, un garçon sentimental et amusant, plutôt suiveur dans l’âme. L’amitié qu’ils se portent remet en question les croyances de Flam sur le monde dans lequel ils vivent...",388.704,"/rzY5kUJJ1zGfingV2oHyyxtlGNa.jpg","2023-06-14","Élémentaire",false,7.7,2888,30
false,"/5jlkyXB2sfEBb8EbGsEQTUQ9JGA.jpg","[16]",118249,"en","Thriller Night","Shrek, sa famille et ses deux acolytes ont été invités au cinéma pour revoir l'un des plus célèbres films musicaux de la reine Lilian. Une projection qui s'avère tout bonnement insupportable pour Shrek, qui quitte la salle précipitamment. Il trouve en effet que le propos de ce film ne correspond pas du tout à cette soirée d'Halloween. Son vœu finit pourtant par se réaliser, puisque peu à peu tout son entourage sont transforme en zombi.",370.43,"/mPQei2YUIY0Ljd3O5Wy7LDuvC8S.jpg","2011-09-13","Zombi Shrek",false,6.9,73,31
false,"/iIvQnZyzgx9TkbrOgcXx0p7aLiq.jpg","[27,53]",1008042,"en","Talk to Me","Lorsqu'un groupe d'amis découvre comment conjurer les esprits à l'aide d'une mystérieuse main hantée, ils deviennent accros à ce nouveau frisson, et l’expérience fait le tour des réseaux sociaux. Une seule règle à respecter : ils ne doivent pas tenir la main plus de 90 secondes. Lorsque l’un d’entre eux l’enfreint, ils vont être rattrapés par les esprits, les obligeant à choisir : à qui se fier, aux morts ou aux vivants ?",374.196,"/yoZmZOIk35ZuH0WJoakB81ypHUH.jpg","2023-07-26","La Main",false,7.2,1687,32
false,"/c1f7HpEEEZaOQ5PxAGLwbauURMu.jpg","[28,53,80]",1007427,"en","Night Train","Afin de sauver la vie de son fils, Holly McCord transporte des drogues dans son camion mais les Fédéraux sont à sa poursuite.",392.632,"/vKzdwficUcFNisOM5mN3XXXUzA6.jpg","2023-01-13","Night Train",false,6.8,21,33
false,"/5lmhjGvg5ddXbTXzeNJfU4qpIeh.jpg","[28,18,36]",492008,"ko","검객","Corée, 1623. Afin de sauver sa fille Tae-Ok, enlevée par des marchands d'esclaves à la solde des nouveaux Maîtres chinois Qing, Tae-Yul, ancien guerrier émérite de la dynastie Joseon pour la défense de laquelle il a perdu l'usage d'un œil, doit reprendre l'épée qu'il avait abandonnée après la chute du roi Gwanghaegun. Rattrapé par ses blessures et les démons de son passé, il devra combattre et vaincre rivaux et ennemis pour l'honneur des guerriers coréens et la vie de Tae-Ok.",347.899,"/fQvB82yWE6xT07j9Iy0dX4SX31C.jpg","2020-09-23","The Swordsman",false,7.6,191,34
false,"/nohrh9aHNB1ehXmdtTZV5vStzcs.jpg","[28,35,80]",1000081,"fr","Sentinelle","François Sentinelle mène une double vie. Le jour, il est le flic le plus médiatique de l’Île de la Réunion, connu pour ses méthodes musclées et ses chemises à fleur, poursuivant les criminels à bord de son célèbre defender jaune. Mais hors des heures de service (et bien souvent pendant), Sentinelle a un autre métier : chanteur de charme. Tous les réunionnais ont dansé sur ""Le Kiki"", son tube de jeunesse aujourd'hui un peu embarrassant. Depuis quinze ans, il essaye de renouer avec le succès en préparant un nouvel album… sans succès. Mais entre la police et la musique, Sentinelle ne veut pas choisir. Alors qu’il reste affairé à ses concerts et la sortie de son album, une vague de crimes violents secoue l’île. Une figure de l’élite locale est kidnappée, une autre assassinée. Pour n’importe quel flic, ce serait l’affaire d’une vie. Mais Sentinelle, tout à sa musique, n’a pas vraiment la tête à enquêter.",559.664,"/wrFg0Q1kqfOhxlRvb8Dle7WF58F.jpg","2023-08-27","Sentinelle",false,5.1,180,35
false,"/cavK9ox37pxDg11RvJINMH63onU.jpg","[27]",744857,"es","Cuando acecha la maldad","Dans un village isolé, deux frères trouvent un homme infecté par un démon sur le point de donner naissance au mal lui-même. Ils décident de se débarrasser de l'homme.",472.668,"/9Ly4S99McgnhO50XikTGguPFNvo.jpg","2023-10-05","Cuando acecha la maldad",false,7.6,152,36
false,"/fvsKY0EjwC3kMmP6tuuLkFqqLty.jpg","[37,28,18]",759584,"en","Surrounded","À la recherche d'une mine d'or, l'ex-soldate Mo Washington va dans l'Ouest. Une embuscade la force à capturer un bandit. Une lutte dans la nature sauvage s'ensuit. Réalisé par Anthony Mandler, avec Letitia Wright, Jamie Bell et Michael K. Williams.",318.679,"/iVVvlosgMU6aePXavihV3L3V3D6.jpg","2023-04-02","Surrounded",false,6.3,29,37
false,"/7I6VUdPj6tQECNHdviJkUHD2u89.jpg","[28,53,80]",603692,"en","John Wick: Chapter 4","John Wick affronte ses adversaires les plus redoutables dans ce quatrième volet de la série.  De New York à Osaka, en passant par Paris et Berlin, John Wick mène un combat contre la Grande Table, la terrible organisation criminelle qui a mis sa tête à prix, en affrontant ses tueurs les plus dangereux...",339.241,"/jAMVKvqxdNbUY2YQWhCclYI6coP.jpg","2023-03-22","John Wick : Chapitre 4",false,7.8,4901,38
false,"/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg","[16,10751,12,14,35]",502356,"en","The Super Mario Bros. Movie","Alors qu’ils tentent de réparer une canalisation souterraine, Mario et son frère Luigi, tous deux plombiers, se retrouvent plongés dans un nouvel univers féerique à travers un mystérieux conduit. Mais lorsque les deux frères sont séparés, Mario s’engage dans une aventure trépidante pour retrouver Luigi. Dans sa quête, il peut compter sur l’aide du champignon Toad, habitant du Royaume Champignon, et les conseils avisés, en matière de techniques de combat, de la Princesse Peach, guerrière déterminée à la tête du Royaume. C’est ainsi que Mario réussit à mobiliser ses propres forces pour aller au bout de sa mission.",362.831,"/ahMxyHMSJXingQr4yJBMzMU9k42.jpg","2023-04-05","Super Mario Bros., le film",false,7.8,7099,40
false,"/rLb2cwF3Pazuxaj0sRXQ037tGI1.jpg","[18,36]",872585,"en","Oppenheimer","En 1942, convaincus que l’Allemagne nazie est en train de développer une arme nucléaire, les États-Unis initient, dans le plus grand secret, le ""Projet Manhattan"" destiné à mettre au point la première bombe atomique de l’histoire. Pour piloter ce dispositif, le gouvernement engage J. Robert Oppenheimer, brillant physicien, qui sera bientôt surnommé ""le père de la bombe atomique"". C’est dans le laboratoire ultra-secret de Los Alamos, au cœur du désert du Nouveau-Mexique, que le scientifique et son équipe mettent au point une arme révolutionnaire dont les conséquences, vertigineuses, continuent de peser sur le monde actuel…",359.434,"/boAUuJBeID7VNp4L7LNMQs8mfQS.jpg","2023-07-19","Oppenheimer",false,8.2,4050,41
false,"/t6lNETZp4pYdrwdQyb97t1U1jAC.jpg","[28,53]",850880,"es","Sayen: La ruta seca","Sayen doit se confronter à la rudesse du desert d'Atacama. Elle fait équipe, à contrecoeur, avec Quimal, qui doit rétablir la réputation de son père et sauver son village de la sécheresse en raison de l'exploitation abusive de l'eau par Acteon.",321.27,"/1XvVOKvShS7Of9xe574tHVVQT3a.jpg","2023-10-19","Sayen: La Route asséchée",false,6.6,17,42
false,"/kHlX3oqdD4VGaLpB8O78M25KfdS.jpg","[9648,53,80]",945729,"en","A Haunting in Venice","Après la Seconde Guerre mondiale en une sombre veille de Toussaint. Retraité, vivant un exil volontaire dans la resplendissante Venise, en Italie, Poirot assiste à contre-cœur à une séance de spiritisme dans un palazzo hanté en ruines. Quand une invitée est assassinée, le détective est propulsé dans un univers sinistre d'obscurité et de secrets.",349.315,"/wQdOoevcY3cYDySvtcezd1AkP1p.jpg","2023-09-13","Mystère à Venise",false,6.8,1002,43
false,"/8Y0RxH5cXiKV8C9Wyj6JkW9VYaG.jpg","[27,9648]",994143,"en","Skinamarink","Deux enfants se réveillent au milieu de la nuit pour découvrir que leur père a disparu et que toutes les fenêtres et les portes de leur maison ont disparu.",254.731,"/i20lcYqNsFWhdtVX7QrucifTGTA.jpg","2023-01-13","The House",false,5.6,172,44
false,"/yF1eOkaYvwiORauRCPWznV9xVvi.jpg","[28,12,878]",298618,"en","The Flash","Les mondes entrent en collision lorsque Barry, alias ""The Flash"", utilise ses pouvoirs pour voyager dans le temps afin de changer les événements du passé. Mais lorsque sa tentative de sauver sa famille modifie par inadvertance le futur, Barry se retrouve piégé dans une réalité où le Général Zod est revenu, avide de destruction, et il n'y a aucun super-héros vers qui se tourner. Enfin, à moins que Barry ne puisse faire sortir un Batman très différent de sa retraite et arrive à sauver un Kryptonien emprisonné… mais pas celui qu'il recherche. En fin de compte, pour sauver le monde dans lequel il se trouve et retourner dans le futur qu'il connaît, le seul espoir de Barry est de foncer. Mais faire le sacrifice ultime suffira-t-il à réinitialiser l'univers ?",318.545,"/azio74W2qw7bNg7ePqzkWywwK1n.jpg","2023-06-13","The Flash",false,6.9,3180,45
false,"/ddiw4IcAtPIY7unuCZoDXYJDH2X.jpg","[28,53]",1156255,"en","The Engineer","Basé sur des événements réels. Yahya Ayyash est un maître artificier, à la tête d'une armée de soldats kamikazes en Israël au milieu des années 1990. La plus grande chasse à l'homme de l'histoire du pays se met en place pour le retrouver.",304.988,"/ozkZ8TeIRwzNH2zF5LFS39M3v5U.jpg","2023-08-18","The Engineer",false,6.4,29,46
false,"/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg","[18,10749]",1010581,"es","Culpa mía","Noah doit quitter sa ville, son petit ami et ses amis pour emménager dans le manoir de William Leister, le nouveau et riche mari de sa mère. Âgée de dix-sept ans, fière et indépendante, Noah rencontre Nick, son nouveau demi-frère, et leurs fortes personnalités s’entrechoquent dès le début. Noah découvre bientôt que derrière l'image d'un fils modèle, Nick cache une vie de bagarre, de jeu et de courses automobiles illégales. Malgré l'abîme qui les sépare, tous deux commencent à ressentir une attirance irrésistible qui se transformera bientôt en feu et en folle passion. Ni la rivalité permanente, ni l'opposition de leur entourage ne peuvent les empêcher de tomber secrètement et follement amoureux. Mais le présent turbulent de Nick et le passé orageux de Noah mettront à l'épreuve leur vie et leur amour interdit.",273.79,"/3ZCfSSxZ2e4Kiwu3Y9dvfT5n1m6.jpg","2023-06-08","À contre-sens",false,8.1,1873,47
